labels,text
positive,老婆 章子怡 谁 漂亮
positive,达州 温柔 也 来 一首
positive,姐是 美女 不
positive,好听 多 介绍 几首
positive,怎么 只是 喜欢 吖
negative,人渣 中 战斗机 败类 中 脑子 被 闪电 霹了
positive,给 推荐 个 好看 电影
negative,这样 说 很 生气
positive,低调 风秀 妹
negative,胆小鬼 尼玛 不敢 来
positive,用于 怎么 说
negative,害怕 陌生 环境 陌生 人 做 陌生 事
positive,幸福 一定 喝醉 过
positive,中译 日 梦想
negative,同桌 也 失恋
negative,感觉 不 合适
negative,考 不好 怎没办
negative,一个 位 朋友 闹别扭
negative,第一次 想 骂人 冲动
positive,一天 最 正确 睡眠 时间 几个 小时
negative,那 不行 得
negative,给华哥 讲个 不像话
positive,很 满意 很 满意
negative,无 语 不好玩
positive,最 喜欢 那个 男主角
positive,今天 工作 不错
negative,脑袋 有病 还是 咋 滴
positive,觉得 挺 聪明 再见
positive,中国 女星 当中 谁 最 漂亮
negative,哥们 现在 心情 不 美丽
positive,吃 什么 才能 对 眼睛 好 呢
positive,好 漂亮 附件
positive,但 喜欢 搂 着 异性
positive,好 吧 什么 标准
negative,晕死 改 个 签 而已
negative,美 一定 男孩子 还 不好
positive,惊喜 给 什么 最好
positive,必须 成熟 稳重 帅气
positive,喜欢 他 却 不能 他 一起 因为 自己 没 机会
positive,全国 互赞 联盟 怎么样
positive,帮 我查 一下 上海 广州 机票 什么 时候 最 便宜
positive,想念 家 感觉
positive,怎样 判断 一个 人 是否 真心 爱
negative,看 很 难过
negative,那 还 陌生人
positive,恩 装 可爱 我要 机器人
positive,哦 哈 怂 哦 精辟 手机 点评
negative,安安 想 听 伤心 音乐
positive,美女 都 上 哪
positive,那 一个 很漂亮 女孩 拿 哦
positive,这 还 叫 好事
negative,讨厌 但是 爱
negative,骗人 都 别加
positive,只是 觉得 很 可爱
positive,爱 上 英语老师 我该 怎么 去 表白
positive,说 的话 深奥 不会 吧 小
positive,欢迎 玉 兔
positive,烟厂 那好 好玩
negative,可是 别人 感觉 很 脆弱
positive,打 比较 好玩
positive,姐 去 赞
positive,好 吃 吧 好吃
positive,你们 群里 除了 能 提示 签到 结果 还 能 干嘛
positive,说 喜欢 时尚
negative,加 进群 不行
positive,怎么 知道 喜欢 聊 呢
positive,犀利 索尼公司 看
negative,要 陪 说说话 吧 我快 郁闷死
negative,妖 今天 悲剧
negative,骗人 说大话 掉 大牙
negative,好 吧 伤心 不 收听
negative,给 别人 发图片 咋 老 失败 咋 回事
negative,听 不 清楚 小七
positive,小胖 喜欢 奥
negative,你好 可以 跟 说 烦恼
positive,晚上 好像 反应 慢 唉
negative,喜欢 割头 倒 多久 自己 不行 爸爸妈妈 大 笨蛋
positive,今朝 风流 今朝 醉
positive,新闻 大求 真 都 比 爱 春天 好看
positive,单方面 付出 有用吗
positive,看 好看 结局 太惨
positive,小可 帅哥 还是 美女
positive,我们 坚强 后盾
negative,听歌 亿个 伤心
positive,中国 最 有钱 商人 谁
positive,数学题 给 开通 一下 呗
positive,小金 喜欢 我昂
positive,空气 里 系 可爱 停办
negative,比须 想 我会 生气
positive,机器人 赞下 头像
positive,谁 这么 这么 聪明 呢
positive,求 下雨 淹得 人来人往
negative,红眼 垃圾 不 解释
negative,机器人 也 会 骗人 噢
positive,把 机器人 研究 明白
negative,看 喜欢 忽悠 人 吧 小
negative,越来越 人 看不顺眼
positive,对 老师 好 尊重
positive,美女 也 知道
negative,早上 六点 多 回答 一点 都 不 对
negative,看见 个 恶心 人
positive,风风火火 闯 九州 接下去
negative,那 买个 不行
negative,不 机器 玩
negative,只 说 安慰 怎么 不 安慰
positive,喜欢 人 喜欢 粉丝 们
negative,你妹 才 想不开 呢
negative,皇上 惹 生气
positive,小黑 分手 快乐
positive,第一次 做愛覺 如何 美女
negative,神经病 我发 图片
positive,好好 不 生气
negative,浅谈 得瑟 性无能 之间 关系
positive,雪 茉 好笑
negative,知道 文明 干嘛 说 不 文明
negative,反而 还会 生气
positive,去 寻找 那 蓝精灵 吧
positive,施 新春 喜欢
positive,积分 最高 吧
negative,没理由 就是 老子
positive,祝贺 人 抓狂
positive,玉帝 唱 不错
negative,男朋友 受伤 没 时间 照顾 他
positive,之二 纪检 慎重
negative,确实 我狠 不 满意
negative,不行 谁 交 答题 不 正确
positive,好好 好 结婚 好好 好好
positive,至尊 嗨 曲
negative,无 语 换个 话题 吧
negative,他 有种 闭嘴
positive,会 天天 赞人
positive,平安夜 怎么 过得
negative,希望 考虑 先到 卫生 很 注意 老 刘 发了 傻
negative,舊勢力 嘛 可能 說 沒 搞不好 就 能 造出 一個 來
positive,我要 跟 喜欢 人 表白
negative,无聊 时候 就 找 陪
negative,这 不 科学 不 现实
positive,每个 区 最 繁华
negative,人家 还 说 病
negative,同事 说 机器人 聊天 无聊
negative,雨蒙蒙 这个 元
negative,呵呵 挺 辛苦 都 午夜 还 班
positive,喜欢 骑马
positive,诚信 第一 那 善良 呢
positive,给 叔叔 什么 电视节目 就 可 轻松 获得 节目单
positive,那 支持 中国 抢回 钓鱼岛
negative,恼火 跟 聊天 好累
negative,可会 被 拒绝 会 伤心
negative,别 上火 过 几天 就 会 好
positive,爸爸 编程技术 不错
positive,每天 签到 惊喜 哦
negative,只是 狠 伤心
negative,可惜 这个 用法 不 怎样 哦 呵呵
positive,越 简洁 越 深奥
positive,喂 听说 喜欢 欢迎
negative,无聊 闲 没事干
negative,不 好好 工作 炒
positive,形容 兴致 极高 精神饱满 吃
positive,那 陪 聊会 把 谢谢
positive,很 喜欢 这段话
negative,这么 简单 也 太 没用 吧
positive,到家 啦 吃饭 快乐 墨迹 辣 旅进旅退 婆娘
positive,为什么 晚上 越 听歌 越来 神
negative,不好意思 行 不
positive,空手道 还是 自由 搏击 咯
negative,挂科 很 难看
negative,自大 人 都 不会 好 结果
positive,世界 上 最 豪华 酒店 那 一座
positive,玲珑 音乐 中 代表 什么
positive,把 给 卖 就 有钱
negative,就是 流氓 就是 下流 能 把 怎么样
positive,为什么 别人 都 那么 心计
positive,谁 同意 换 名字
negative,夜班 才 没劲
positive,亏点 赚 信誉
positive,诶 以为 会 谦虚 没想到 这么 傲
negative,机器人 他 老板 一样 反应 太慢 啦
positive,老婆 这 今晚 收到 最好 礼物 谢谢
positive,每个 人来 开心 就 好
negative,为什么 上 淘宝 搜 东西 就 网页 不行 呢
positive,给 讲个 幽默 故事 好
positive,愿大 开心 快玩 好 每 一天
positive,那 就 谢谢 夸奖
positive,七弟 开心 我们 大家 都 开心
negative,看 声音 对方 还 能 更 难看 女 机器人
negative,就 知道 开始 混乱 吧
positive,谢谢 哦 会 一直 陪伴
positive,啊呀 美女 不是 帅 比
positive,爱上 别人 人 你好
positive,叫 妹妹 都 便宜
positive,那 只 属于 因为 对 最好
positive,找 女朋友 最好 四川
positive,全能 炼金 师
negative,修改 名片 魔鬼
negative,咖喱 蚊子 神经病
negative,觉得 讨厌 嘛
negative,这次 为什么 不行
positive,逍遥 高手 中 高手
positive,有个 女同学 喜欢
negative,你好 今天 被 吼 心情 不好 怎 麽 办
positive,创建 谷歌 快捷 桌面
positive,管管 哪个 国家 最 富有
negative,总管 给 灌 上 瓶 敌敌畏 喝
negative,孤独 自己 注意 身体
positive,聪明人 一般 都 很 笨
positive,贝贝 欢迎 新 朋友
negative,不好意思 只有 沙漠
positive,汗 比 都 聪明
negative,无 语 叫姐 笨蛋
negative,心情 不好 叫 闭嘴
negative,一直 跟 个人 不行 非 换来换去
negative,一向 都 很淡 定 可是 关键时刻 朋友 们 都 忘 悲
positive,玲珑 打 那么
positive,这样 就 比较 规范
positive,什么 事 有趣 事
negative,口音 不 对
negative,哎 呦 做 亏心事 不敢 回答
positive,哈哈 这个 机器人 比 人 好使
positive,艾尔之光 最新 活动
positive,喜欢 何 大妈
negative,送 去 神经病 院好
negative,那 都 没理 呜呜 呜呜
positive,恩格斯 歌颂 各个 如果 人
negative,今晚 会战 危险 啰
positive,真的 那 可 幸福 死
negative,知道 幽冥 什么
positive,说 快 维护
positive,帮 写 一篇 关于 大自然 作文
positive,嗯 呢 这么 便宜 他 不 秒 别人 也 秒
positive,就是 这么 希望 死 嘿嘿
positive,铁皮 帮 找 一下 最新 酷 软件
negative,手机 党 看 这 东西 得 郁闷死
positive,人家 可是 正宗 良民
negative,那装 什么 可怜
negative,伤心 女人 歌词
positive,接龙 过 几天 才 可以
positive,那 准备 好吃
negative,哎哟 我会 不好意思 啦
negative,看不惯 一些 骂人 粉丝
negative,长得 特别 险象环生 对 吧
positive,萍萍 给 哥 大笑 一个
positive,也 也 也 谦虚 立足 之本 很 谦虚 但是 认为
positive,男人 染 什么 颜色 头发 好看
positive,说 人 怎么 才能 变 聪明
negative,有时 精明 有时 糊涂
positive,说 喜欢 一个 人 但 不 知道 怎么办
negative,彩虹 棒棒糖 伤心 离 我们 而 去 大家 向 默哀 分钟
positive,宿迁 中心 路会 偏慢 呢
positive,怎么 说 高兴 呢
positive,呢 疱太少 妙语连珠 为什么 虎年 吉祥
positive,她 见 过 最好 老师 帮帮我
positive,而且 吃 过 呢 好 好吃 吃 过
positive,工作 开心 什么 累 都 没有 呢
negative,多大 几率 失败
positive,哇塞 找到 好看 小说
positive,说 意思 可爱 哦
positive,谈恋爱 被 老师 发现
positive,嗯 当然 真的 谢谢 也 爱 哦
positive,党 最高 领导 机关
positive,也 找 美女 呢 打着灯笼 也 没有 看到
positive,需要 刷 钻 刷赞 都 可以 找 哦
negative,全世界 哪个 国家 最 落后
negative,小气鬼 不加 就 不加 跟 老板 讲 不听话
positive,喜欢 思思
positive,个 更 高兴 哈哈
negative,男 女 还会 害羞
positive,事实上 事实 事实 事实 事实 事实上 身上
positive,好心 人 给 个贊 吧 必回
negative,小 霸道 泡
negative,最近 总是 被 坏 情绪 影响 什么 办法 可以 解决
positive,头发 怎么 进展 酷爱
positive,这样 默默 吃醋 者 自制
positive,帮 搜 一下 谢谢
negative,妈 我影 啦
negative,逼烦 很 吵 人
positive,皇后 刚刚 好 黄婧顾
positive,给 找 两 美女
positive,手机 软件 挺好用
positive,知道 可是 发现 说 轻松 可是 做 起来 有点 难
positive,知道 今年 热点
negative,说 好 严重
positive,别谦虚 过头 就 好
negative,你别 侮辱 人
negative,哈哈 害羞 是不是 被 小捷 说 中 什么
negative,美女 辛苦 谢谢
positive,哥 嗯 嗯 同意
negative,哦 上班 好烦
positive,明天 网上 等
negative,萨卡 很 冷酷
negative,笨笨 肯定 伤心
positive,丫头 被 算计 好看
positive,哇 好好 哦 偶 就 不是 这样
positive,容 嬷嬷 很坏 还 喜欢
negative,俺 都 命苦 人
negative,有种 方法 我们 偷偷 去 家
positive,嘟嘟 很 优雅
positive,小希有 心上人 宇 不要 逼 他
positive,情殇 喜欢 土豆
positive,那当 男朋友 好
negative,机械 人 也 自我
negative,稳定 料 滚 没有
positive,祝 大家 新年快乐 万事如意 笑容满面
positive,安安 好好 休息 哦
negative,全 恶心 出来
negative,什么 群 垃圾
positive,喜欢 一个 人 该 怎么 对 她 说
negative,难怪 他们 恨
negative,谁 骂人 就 给 踢
positive,还有 什么 好玩 不
positive,晚上 要 老公 来 唱 两首 他 唱歌 好听 去 做饭
positive,最好 赶紧 走开
positive,很 纯洁 滴
negative,不行 这样 回答 我会 扣分
negative,可怜 孩纸 没钱 吃饭
positive,什么 叫 好像 本来 就是 智商 多 高
positive,修改 他人 名片 幸福 阳光
negative,用 套子 才 麻烦
negative,日本 人 不 好好 人
positive,什么 好看 小说 要 玄幻类 型
positive,清秀 山是 要 门票 吧
negative,能 帮 解决 爱情 上 烦恼
positive,小 二 快 喊 舒服
negative,改 就 没意思
negative,什么 我要 投诉
positive,把 卖 就 有钱 吧
negative,麻烦 帮 上网 查 一下 吧
positive,黑兔 好羡慕 你活 简单 世界 里 不 复杂
negative,不好 不 认识
negative,昨天 拖拉 抠 他们 地
positive,聪明人 说 聪明 话 做 聪明 事
positive,人品 超炫 素雅
negative,觉得 他 该死
negative,淡然 冤家 好
negative,是因为 失恋 呢
positive,发 错认 吧
positive,叫 美女 喽
positive,你们 好好 上班
positive,那 点 头像 赞下 就 不 踢
positive,求赞 破 马上 列表 回赞
negative,叫 七仔 不行 喔
positive,好 什么 喜欢 人 拒绝
positive,觉得 怎么 能 人 喜欢
negative,同年同月 男女朋友 一起 久 谁 比较 容易 处于 弱势
negative,老板 刚刚 有人 投诉
negative,简单 又 太 幼稚 复杂 又 听不懂 无 语
negative,现在 觉得 无所谓
negative,手机 运行 速度 太慢
positive,看到 正经 不了
positive,雪儿 姐姐 元旦 快乐
positive,靠 这么 干净
negative,吃饭 吃 不 舒服
positive,打字 这么 快 喔 喜欢 玩 英雄 联盟
positive,最 喜欢 球星 谁
positive,情人 得 劲
positive,冲动 太 喜欢
negative,好 伤心 阿 怎么办
negative,又 唱 梦 翅膀 受伤
negative,干嘛 要 去 虚拟 小鸭 难道 没见 过 表情 呲 牙
negative,尴尬 要 怎么 大笑
negative,难看 表情 大哭
negative,找 老板 投诉 不会 讲 笑话
negative,难过 没有 感觉 对
negative,有时候 会 觉得 无聊
negative,看 一个 人 胸襟 要 看 他 如何 面对 失败 及 被 人 出卖
positive,喜欢 上 肿 办 真的
positive,谢 恋恋 凶吉
positive,比 聪明 他
negative,所以 才 会 说 讨厌
negative,地球 大 危险 喽
negative,以后 无聊 多 陪 聊聊天 哈
negative,发了 一张 憎恨 全揽 看 灯笼 血红 染安 新车 漏雨 感恩 于 文霞 等 呢 恩
negative,更 色情 有没有
positive,每次 都 这个 发骚 妩媚 姿势
positive,管事 好 没 宝贝
negative,做 男朋友 好 不想 过 光棍节
positive,说 红色 雪花 他 女
positive,智能 机器人 本周 发言 次 本次 获得 发言 奖励 学分
positive,低调 转瞬 叫 爸爸 给 糖果 吃
negative,叫 群主 垃圾
positive,多谢 主要 干什么 工作
positive,泪 转身 滑落 那一刻 原创 作品 喜欢 请 收听
negative,跟着 只有 伤心 分
positive,就 拒绝 那么 一次
positive,价比 最高 手机
positive,只 喜欢 她 我该 怎么办
negative,妈 还 没 就 吃
negative,叮当猫 也 不 清楚
positive,七点 准时 哦
positive,怎么 做 喜欢
positive,知道 哦 这 首歌 挺 好听 呢 什么 意思
positive,如 题 蒸锅 什么 很 诱人 传统
positive,那 可爱 看看
negative,霸道 真 不是 东西
positive,他 有时候 很 聪明
positive,突然 觉得 好 喜欢 沉珂 认识
positive,还有 其它 元旦 祝福
negative,悲剧 背包 动不动 就 满
positive,完全 没 语言
positive,一早 晚 两个 苹果 可以 有效 改善 便秘
negative,为 嘛 不 可爱
positive,我要 听 可口可乐
positive,还 得 写 真实
negative,雾色 苍茫 看 劲松
positive,真色 非常 漂亮
positive,喜欢 什么样 聊天 呢
negative,他 妈 学生 一年级 时候 他 就 记住 却 把 他 忘
positive,呵呵 很 乐观
positive,哈哈 姐 漂亮 不
positive,去 找 美女吧
positive,昌荣 传播 精灵
negative,岳超 记性 也 不好
